sep=,
Name, Score, Time, WindOpinion, SolarOpinion, AwarenessWind, AwarenessSolar, LevelsPlayed
, 16.82876, 11-55-14AM, 3, 3, 3, 3, 1
, 30.57718, 12-09-10PM, 3, 3, 3, 3, 1
, 29.49312, 1-03-03PM, 3, 3, 3, 3, 1
, 29.49943, 1-21-56PM, 3, 3, 3, 3, 1
, 16.82874, 2-05-47PM, 3, 3, 3, 3, 1
